id,machine_tag,full_name,surname,type,born_in,died_in,age,sex,ethnicity,roles,primary_role,clergy?,mother,mother_id,father,father_id,wikidata_id,en_wikipedia_url,dbpedia_uri,find_a_grave_url,plaques_count
20162,openplaques:subject:id=20162,Maxi Jazz,Jazz,man,1957,,63,male,,"[""band member""]",,false,,,,,Q1346160,https://en.wikipedia.org/wiki/Maxi_Jazz,http://dbpedia.org/resource/Maxi_Jazz,,1
20163,openplaques:subject:id=20163,Sister Bliss,Bliss,woman,1971,,49,female,,"[""band member""]",,false,,,,,Q2920437,https://en.wikipedia.org/wiki/Sister_Bliss,http://dbpedia.org/resource/Sister_Bliss,,1
20164,openplaques:subject:id=20164,Rollo Armstrong,Armstrong,man,1966,,54,male,,"[""band member""]",,false,,,,,Q2141779,https://en.wikipedia.org/wiki/Rollo_Armstrong,http://dbpedia.org/resource/Rollo_Armstrong,,1
18356,openplaques:subject:id=18356,Bon Scott,Scott,man,1946,1980,33,male,,"[""songwriter"", ""lead singer""]",,false,,,,,Q204162,https://en.wikipedia.org/wiki/Bon_Scott,http://dbpedia.org/resource/Bon_Scott,,1
4465,openplaques:subject:id=4465,The Who,The Who,group,1964,,56,object,,"[""band""]",,false,,,,,Q93346,https://en.wikipedia.org/wiki/The_Who,http://dbpedia.org/resource/The_Who,,1
17339,openplaques:subject:id=17339,John Maria Gatti,"",man,1872,1929,57,male,,"[""son"", ""restaurant owner"", ""Lord Mayor of Westminster"", ""theatre owner""]",,false,,,Agostino Gatti,17481,Q6246720,https://en.wikipedia.org/wiki/John_Maria_Gatti,http://dbpedia.org/resource/John_Maria_Gatti,,1
17480,openplaques:subject:id=17480,"Adelphi Theatre Restaurant, London","Adelphi Theatre Restaurant, London",place,,,unknown,object,,"[""theatre"", ""restaurant""]",,false,,,,,,,,,1
17481,openplaques:subject:id=17481,Agostino Gatti,Gatti,man,,1897,unknown,male,,"[""father"", ""theatre owner""]",theatre owner,false,,,,,,,,,1
17482,openplaques:subject:id=17482,Rocco Joseph Stefano Gatti,Gatti,man,,,unknown,male,,"[""son"", ""theatre owner""]",theatre owner,false,,,Agostino Gatti,17481,,,,,1
1889,openplaques:subject:id=1889,Cyril Connolly CBE,Connolly,man,1903,1974,71,male,,"[""journalist"", ""author"", ""writer"", ""critic"", ""editor"", ""Commander of the Most Excellent Order of the British Empire""]",,false,,,,,Q2335415,https://en.wikipedia.org/wiki/Cyril_Connolly,http://dbpedia.org/resource/Cyril_Connolly,,1
22369,openplaques:subject:id=22369,Stephen Spender,Spender,man,1909,1995,86,male,,[],,false,,,,,Q448764,https://en.wikipedia.org/wiki/Stephen_Spender,http://dbpedia.org/resource/Stephen_Spender,,1
22370,openplaques:subject:id=22370,Horizon Magazine,Horizon Magazine,man,,,unknown,object,,"[""magazine""]",magazine,false,,,,,,,,,1
3,openplaques:subject:id=3,Simón Bolívar,Bolívar,man,1783,1830,47,male,,"[""liberator of Latin America"", ""patriot"", ""statesman""]",,false,,,,,Q8605,https://en.wikipedia.org/wiki/Simón_Bolívar,http://dbpedia.org/resource/Simón_Bolívar,http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=11917,1
118,openplaques:subject:id=118,General Francisco De Miranda,Miranda,man,1750,1816,66,male,,"[""Precursor of Latin American Independence"", ""Venezuelan Army general""]",,false,,,,,Q311447,https://en.wikipedia.org/wiki/Francisco_de_Miranda,http://dbpedia.org/resource/Francisco_de_Miranda,,1
17299,openplaques:subject:id=17299,Gertrude Fogg,Fogg,woman,1800,1885,85,female,,"[""actress"", ""adventurer"", ""bon viveur""]",,false,,,,,,,,,1
7155,openplaques:subject:id=7155,Wat Tyler,Tyler,man,1341,1381,40,male,,[],,false,,,,,Q311820,https://en.wikipedia.org/wiki/Wat_Tyler,http://dbpedia.org/resource/Wat_Tyler,,1
17300,openplaques:subject:id=17300,George Frederic Watts OM RA,Watts,man,1817,1904,87,male,,"[""sculptor"", ""painter"", ""Order of Merit recipient"", ""Royal Academician""]",,false,,,,,Q183245,https://en.wikipedia.org/wiki/George_Frederic_Watts,http://dbpedia.org/resource/George_Frederic_Watts,,1
17177,openplaques:subject:id=17177,Richard Briers,Briers,man,1934,2013,79,male,,"[""actor""]",actor,false,,,,,Q2734945,https://en.wikipedia.org/wiki/Richard_Briers,http://dbpedia.org/resource/Richard_Briers,,1
17271,openplaques:subject:id=17271,Kenny Clare,Clare,man,1929,1984,55,male,,"[""jazz drummer""]",jazz drummer,false,,,,,Q364819,https://en.wikipedia.org/wiki/Kenny_Clare,http://dbpedia.org/resource/Kenny_Clare,,1
18800,openplaques:subject:id=18800,Dr Arthur Wint,Wint,man,1920,1992,72,male,bame,"[""diplomat"", ""Doctor of Medicine"", ""Olympic 400 metres champion"", ""Royal Air Force Pilot""]",,false,,,,,Q434100,https://en.wikipedia.org/wiki/Arthur_Wint,http://dbpedia.org/resource/Arthur_Wint,,1
21304,openplaques:subject:id=21304,Bernie Grant,Grant,man,1944,2000,56,male,bame,"[""Trade unionist"", ""Member of Parliament"", ""council leader""]",,false,,,,,Q4894397,https://en.wikipedia.org/wiki/Bernie_Grant,http://dbpedia.org/resource/Bernie_Grant,,1
5039,openplaques:subject:id=5039,Queen Elizabeth II of the United Kingdom,Elizabeth II,woman,1926,,94,female,,"[""wife"", ""mother"", ""daughter"", ""Queen of the United Kingdom""]",Queen of the United Kingdom,false,Queen Elizabeth Bowes-Lyon,6060,King George VI of the United Kingdom,5037,Q9682,https://en.wikipedia.org/wiki/Elizabeth_II,http://dbpedia.org/resource/Elizabeth_II,,1
7574,openplaques:subject:id=7574,Duke Prince Philip Mountbatten OM,Philip Mountbatten,man,1921,,99,male,,"[""Order of Merit recipient"", ""Prince"", ""husband"", ""father"", ""Duke of Edinburgh"", ""Prince of Greece and Denmark""]",,false,,,,,,,,,1
17160,openplaques:subject:id=17160,Aneurin Bevan,Bevan,man,1897,1960,63,male,,"[""politician""]",politician,false,,,,,Q325403,https://en.wikipedia.org/wiki/Aneurin_Bevan,http://dbpedia.org/resource/Aneurin_Bevan,,1
17161,openplaques:subject:id=17161,Jennie Lee,Lee,woman,1904,1988,84,female,,"[""politician""]",politician,false,,,,,Q1686926,"https://en.wikipedia.org/wiki/Jennie_Lee,_Baroness_Lee_of_Asheridge","http://dbpedia.org/resource/Jennie_Lee,_Baroness_Lee_of_Asheridge",,1
129,openplaques:subject:id=129,Sir John Betjeman CBE,Betjeman,man,1906,1984,77,male,,"[""poet"", ""writer"", ""broadcaster"", ""Poet Laureate of the United Kingdom"", ""Knight Bachelor"", ""Commander of the Most Excellent Order of the British Empire"", ""friend of the railways""]",,false,,,,,Q962308,https://en.wikipedia.org/wiki/John_Betjeman,http://dbpedia.org/resource/John_Betjeman,,1
17102,openplaques:subject:id=17102,Sir Bradley Wiggins CBE,Wiggins,man,1980,,40,male,,"[""Knight Bachelor"", ""Commander of the Most Excellent Order of the British Empire"", ""Olympic gold medallist"", ""Tour de France winner"", ""cyclist""]",,false,,,,,Q193876,https://en.wikipedia.org/wiki/Bradley_Wiggins,http://dbpedia.org/resource/Bradley_Wiggins,,1
17094,openplaques:subject:id=17094,Rt Hon. Marquess Henry Courtenay PC,Courtenay,man,1498,1538,40,male,,"[""Knight of the Order of the Garter"", ""Privy Counsellor"", ""Earl of Devon"", ""Marquess of Exeter""]",,false,,,,,Q518521,"https://en.wikipedia.org/wiki/Henry_Courtenay,_1st_Marquess_of_Exeter","http://dbpedia.org/resource/Henry_Courtenay,_1st_Marquess_of_Exeter",,1
17095,openplaques:subject:id=17095,Earl Henry Howard,Howard,man,1516,1547,31,male,,"[""husband"", ""father"", ""Earl of Surrey""]",Earl of Surrey,false,,,,,Q372211,"https://en.wikipedia.org/wiki/Henry_Howard,_Earl_of_Surrey","http://dbpedia.org/resource/Henry_Howard,_Earl_of_Surrey",,1
17096,openplaques:subject:id=17096,Sir Duke Edward Seymour KG,Seymour,man,1500,1552,52,male,,"[""Knight of the Order of the Garter"", ""son"", ""Duke of Somerset""]",,false,,,Sir John Seymour,20363,Q163936,"https://en.wikipedia.org/wiki/Edward_Seymour,_1st_Duke_of_Somerset","http://dbpedia.org/resource/Edward_Seymour,_1st_Duke_of_Somerset",,1
17097,openplaques:subject:id=17097,Sir Thomas Wyatt,Wyatt,man,1521,1554,33,male,,"[""politician"", ""Knight Bachelor""]",,false,,,,,Q187173,https://en.wikipedia.org/wiki/Thomas_Wyatt_the_Younger,http://dbpedia.org/resource/Thomas_Wyatt_the_Younger,,1
17098,openplaques:subject:id=17098,Duke Thomas Howard,Howard,man,1536,1572,36,male,,"[""son"", ""Duke of Norfolk""]",Duke of Norfolk,false,Frances de Vere,18272,Earl Henry Howard,17095,Q278130,"https://en.wikipedia.org/wiki/Thomas_Howard,_4th_Duke_of_Norfolk","http://dbpedia.org/resource/Thomas_Howard,_4th_Duke_of_Norfolk",,1
17101,openplaques:subject:id=17101,Maria Dickin CBE,Dickin,woman,1870,1951,81,female,,"[""Commander of the Most Excellent Order of the British Empire"", ""promoter of animal welfare"", ""founder of PDSA""]",,false,,,,,Q6761144,https://en.wikipedia.org/wiki/Maria_Dickin,http://dbpedia.org/resource/Maria_Dickin,,1
17087,openplaques:subject:id=17087,Sir Ernst Gombrich OM CBE FBA,Gombrich,man,1909,2001,92,male,,"[""Order of Merit recipient"", ""Knight Bachelor"", ""Commander of the Most Excellent Order of the British Empire"", ""Fellow of the British Academy"", ""art historian""]",,false,,,,,Q78504,https://en.wikipedia.org/wiki/Ernst_Gombrich,http://dbpedia.org/resource/Ernst_Gombrich,,1
17058,openplaques:subject:id=17058,Robert Aickman,Aickman,man,1914,1981,67,male,,"[""author"", ""founder of The Inland Waterways Association""]",,false,,,,,Q906193,https://en.wikipedia.org/wiki/Robert_Aickman,http://dbpedia.org/resource/Robert_Aickman,,1
17030,openplaques:subject:id=17030,Archibald Hill CH OBE FRS,Hill,man,1886,1977,91,male,,"[""physiologist"", ""Companion of Honour"", ""Officer of the Most Excellent Order of the British Empire"", ""Fellow of the Royal Society"", ""Nobel Physiology or Medicine Laureate"", ""President of the British Association""]",,false,,,,,Q155375,https://en.wikipedia.org/wiki/Archibald_Hill,http://dbpedia.org/resource/Archibald_Hill,,1
16921,openplaques:subject:id=16921,Dame Dr Louisa Aldrich-Blake DBE Ch.M.,Aldrich-Blake,woman,1865,1925,60,female,,"[""surgeon"", ""Doctor of Medicine"", ""Master of Surgery"", ""Dame Commander of the Most Excellent Order of the British Empire"", ""Dean of the London (Royal Free Hospital) School of Medicine for Women"", ""Consulting Surgeon Royal Free Hospital"", ""Surgeon to the Elizabeth Garrett Anderson Hospital""]",,false,,,,,Q4793315,https://en.wikipedia.org/wiki/Louisa_Aldrich-Blake,http://dbpedia.org/resource/Louisa_Aldrich-Blake,,1
9163,openplaques:subject:id=9163,Great Exhibition,Great Exhibition,place,1851,1851,0,object,,"[""international exhibition""]",international exhibition,false,,,,,,,,,1
9921,openplaques:subject:id=9921,Crystal Palace,Crystal Palace,place,1851,1936,85,object,,"[""exhibition palace""]",exhibition palace,false,,,,,,,,,1
4711,openplaques:subject:id=4711,Sir Joseph Paxton,Paxton,man,1803,1865,62,male,,"[""Knight Bachelor"", ""head gardener at Chatsworth"", ""designer of London's Crystal Palace""]",,false,,,,,Q318372,https://en.wikipedia.org/wiki/Joseph_Paxton,http://dbpedia.org/resource/Joseph_Paxton,,1
16886,openplaques:subject:id=16886,Andrea Dykes,Dykes,woman,1971,1999,27,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16887,openplaques:subject:id=16887,John Light,Light,man,1967,1999,32,male,,"[""bombing victim""]",bombing victim,false,,,,,Q22913790,,,,1
16888,openplaques:subject:id=16888,Nick Moore,Moore,man,1967,1999,31,male,,"[""bombing victim""]",bombing victim,false,,,,,Q590352,https://en.wikipedia.org/wiki/Wild_Child_(film),http://dbpedia.org/resource/Wild_Child_(film),,1
16889,openplaques:subject:id=16889,Admiral Duncan Bombing,Admiral Duncan Bombing,thing,1999,1999,0,object,,"[""bombing""]",bombing,false,,,,,,,,,1
10018,openplaques:subject:id=10018,The Football Association,Football Association,group,1863,,157,object,,"[""association""]",association,false,,,,,Q9500,https://en.wikipedia.org/wiki/The_Football_Association,http://dbpedia.org/resource/The_Football_Association,,1
10019,openplaques:subject:id=10019,Ebenezer Cobb Morley JP,Morley,man,1831,1924,93,male,,"[""solicitor"", ""Justice of the Peace"", ""Secretary of the Football Association"", ""sportsman"", ""President of the Football Association"", ""codifier of the rules of Association Football"", ""founding father of the Football Association""]",,false,,,,,Q2425484,https://en.wikipedia.org/wiki/Ebenezer_Cobb_Morley,http://dbpedia.org/resource/Ebenezer_Cobb_Morley,,1
16885,openplaques:subject:id=16885,Rev Dr Henry Dudley JP MA LLD 1st Baronet,Dudley,man,1745,1824,78,male,,"[""critic"", ""playwright"", ""editor"", ""Master of Arts"", ""Reverend"", ""Justice of the Peace"", ""Doctor of Law"", ""co-founder with David Garrick et al of The Morning Post"", ""founder of The Morning Herald"", ""Baronet Dudley of Kilscoran House""]",,true,,,,,Q7527125,"https://en.wikipedia.org/wiki/Sir_Henry_Dudley,_1st_Baronet","http://dbpedia.org/resource/Sir_Henry_Dudley,_1st_Baronet",,1
9769,openplaques:subject:id=9769,The Harrods Bombing,Harrods Bombing,thing,1983,1983,0,object,,"[""bomb""]",bomb,false,,,,,,,,,1
18281,openplaques:subject:id=18281,Philip Geddes,Geddes,man,,1983,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
18282,openplaques:subject:id=18282,Kenneth Gerald Salvesen,"",man,,1983,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
18283,openplaques:subject:id=18283,Jasmine Cochran Patrick,Patrick,woman,,1983,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16884,openplaques:subject:id=16884,Maiden Lane Bridge,Maiden Lane Bridge,place,,,unknown,object,,"[""bridge""]",bridge,false,,,,,Q6735382,https://en.wikipedia.org/wiki/Maiden_Lane_Bridge,http://dbpedia.org/resource/Maiden_Lane_Bridge,,1
3828,openplaques:subject:id=3828,William Hogarth,Hogarth,man,1697,1764,67,male,,"[""artist"", ""illustrator"", ""engraver"", ""Satirical Artist""]",,false,,,,,Q171344,https://en.wikipedia.org/wiki/William_Hogarth,http://dbpedia.org/resource/William_Hogarth,,1
18116,openplaques:subject:id=18116,Charles Mackerras CH CBE AC,Mackerras,man,1925,2010,85,male,,"[""conductor"", ""Companion of Honour"", ""Commander of the Most Excellent Order of the British Empire"", ""Companion of the Order of Australia"", ""musicologist""]",,false,,,,,Q322172,https://en.wikipedia.org/wiki/Charles_Mackerras,http://dbpedia.org/resource/Charles_Mackerras,,1
17031,openplaques:subject:id=17031,Karl Ghattas,Ghattas,man,1958,2007,49,male,,"[""poet"", ""painter"", ""philosopher"", ""surgeon""]",,false,,,,,Q21467192,,,,1
17032,openplaques:subject:id=17032,Meredith White Townsend,Townsend,man,1831,1911,80,male,,"[""journalist"", ""editor of The Friend of India"", ""editor of the Calcutta Times"", ""owner editor of The Spectator""]",,false,,,,,Q6818990,https://en.wikipedia.org/wiki/Meredith_Townsend,http://dbpedia.org/resource/Meredith_Townsend,,1
16822,openplaques:subject:id=16822,Siege of Sidney Street,Street,thing,1911,1911,0,object,,"[""gunfight""]",gunfight,false,,,,,Q815102,https://en.wikipedia.org/wiki/Siege_of_Sidney_Street,http://dbpedia.org/resource/Siege_of_Sidney_Street,,1
16825,openplaques:subject:id=16825,Peter Piaktow,Piaktow,man,,,unknown,male,,"[""criminal""]",criminal,false,,,,,Q7177943,https://en.wikipedia.org/wiki/Peter_the_Painter,http://dbpedia.org/resource/Peter_the_Painter,,1
16777,openplaques:subject:id=16777,Richard Church,Church,man,1893,1972,79,male,,"[""poet"", ""writer""]",,false,,,,,Q2149230,https://en.wikipedia.org/wiki/Richard_Church_(poet),http://dbpedia.org/resource/Richard_Church_(poet),,1
9938,openplaques:subject:id=9938,Wells Coates,Coates,man,1895,1958,63,male,,"[""architect"", ""designer""]",,false,,,,,Q969009,https://en.wikipedia.org/wiki/Wells_Coates,http://dbpedia.org/resource/Wells_Coates,,1
4714,openplaques:subject:id=4714,Sir Peter Medawar CH OM CBE FRS,Medawar,man,1915,1987,72,male,,"[""Order of Merit recipient"", ""Companion of Honour"", ""biologist"", ""Knight Bachelor"", ""Commander of the Most Excellent Order of the British Empire"", ""Fellow of the Royal Society"", ""Nobel Physiology or Medicine Laureate""]",,false,,,,,Q214209,https://en.wikipedia.org/wiki/Peter_Medawar,http://dbpedia.org/resource/Peter_Medawar,,1
16687,openplaques:subject:id=16687,Pete Robinson,Robinson,man,1888,1921,33,male,bame,"[""bandleader"", ""drummer""]",,false,,,,,Q42736902,,,,1
16686,openplaques:subject:id=16686,Frank Bates,Bates,man,1889,1921,32,male,bame,"[""vocalist"", ""lead singer""]",vocalist,false,,,,,Q,,,,1
16518,openplaques:subject:id=16518,The Shed,Shed,place,,,unknown,object,,"[""football terrace""]",football terrace,false,,,,,,,,,1
16521,openplaques:subject:id=16521,Osbert Lancaster,Lancaster,man,1908,1986,78,male,,"[""writer"", ""cartoonist""]",,false,,,,,Q7105735,https://en.wikipedia.org/wiki/Osbert_Lancaster,http://dbpedia.org/resource/Osbert_Lancaster,,1
16523,openplaques:subject:id=16523,Sir Victor Horsley FRS,Horsley,man,1857,1916,59,male,,"[""social reformer"", ""Knight Bachelor"", ""Fellow of the Royal Society"", ""son"", ""pioneer of neurosurgery""]",,false,,,John Calcott Horsley,5219,Q1258797,https://en.wikipedia.org/wiki/Victor_Horsley,http://dbpedia.org/resource/Victor_Horsley,,1
661,openplaques:subject:id=661,Marie Lloyd,Lloyd,woman,1870,1922,52,female,,"[""music hall artiste""]",music hall artiste,false,,,,,Q6762922,https://en.wikipedia.org/wiki/Marie_Lloyd,http://dbpedia.org/resource/Marie_Lloyd,,1
16477,openplaques:subject:id=16477,Lupino Lane,Lane,man,1892,1959,67,male,,"[""actor"", ""comedian""]",,false,,,,,Q684869,https://en.wikipedia.org/wiki/Lupino_Lane,http://dbpedia.org/resource/Lupino_Lane,,1
2836,openplaques:subject:id=2836,Mary Anne Clarke,Clarke,woman,1776,1852,76,female,,"[""notorious mistress of the Duke of York"", ""mistress""]",notorious mistress of the Duke of York,false,,,,,Q273826,https://en.wikipedia.org/wiki/Mary_Anne_Clarke,http://dbpedia.org/resource/Mary_Anne_Clarke,,1
2990,openplaques:subject:id=2990,Jerome K. Jerome,Jerome,man,1859,1927,68,male,,"[""author""]",author,false,,,,,Q218698,https://en.wikipedia.org/wiki/Jerome_K._Jerome,http://dbpedia.org/resource/Jerome_K._Jerome,,1
16445,openplaques:subject:id=16445,"Black Lion, London","Black Lion, London",place,,,unknown,object,,"[""public house""]",public house,false,,,,,,,,,1
18434,openplaques:subject:id=18434,Thomas Millwood,Millwood,man,,1804,unknown,male,,"[""bricklayer""]",bricklayer,false,,,,,,,,,1
18435,openplaques:subject:id=18435,Francis-Smith,Francis-Smith,man,,,unknown,male,,"[""exciseman""]",exciseman,false,,,,,,,,,1
16417,openplaques:subject:id=16417,Blitz,Blitz,man,,,unknown,male,,[],,false,,,,,,,,,1
16414,openplaques:subject:id=16414,William Lindley,Lindley,man,1808,1900,92,male,,"[""civil engineer"", ""father""]",civil engineer,false,,,,,Q567495,https://en.wikipedia.org/wiki/William_Lindley,http://dbpedia.org/resource/William_Lindley,,1
16415,openplaques:subject:id=16415,Sir William Heerlein Lindley KBE,Lindley,man,1853,1917,64,male,,"[""civil engineer"", ""Knight of the British Empire"", ""son""]",,false,,,William Lindley,16414,Q460624,https://en.wikipedia.org/wiki/William_Heerlein_Lindley,http://dbpedia.org/resource/William_Heerlein_Lindley,,1
16423,openplaques:subject:id=16423,Edward McKnight Kauffer,Kauffer,man,1890,1954,64,male,,"[""designer""]",designer,false,,,,,Q319819,https://en.wikipedia.org/wiki/Edward_McKnight_Kauffer,http://dbpedia.org/resource/Edward_McKnight_Kauffer,,1
16424,openplaques:subject:id=16424,Marion Dorn,Dorn,woman,1896,1964,68,female,,"[""designer""]",designer,false,,,,,Q18338434,https://en.wikipedia.org/wiki/Marion_Dorn,http://dbpedia.org/resource/Marion_Dorn,,1
16416,openplaques:subject:id=16416,Georgette Heyer,Heyer,woman,1902,1974,72,female,,"[""novelist""]",novelist,false,,,,,Q272706,https://en.wikipedia.org/wiki/Georgette_Heyer,http://dbpedia.org/resource/Georgette_Heyer,,1
4687,openplaques:subject:id=4687,Sir William Walton OM,Walton,man,1902,1983,81,male,,"[""Order of Merit recipient"", ""Knight Bachelor"", ""composer of Facade, Belshazzar's Feast & the Coronation Marches of 1937 and 1953""]",,false,,,,,Q310939,https://en.wikipedia.org/wiki/William_Walton,http://dbpedia.org/resource/William_Walton,,1
16393,openplaques:subject:id=16393,Lionel Tertis,Tertis,man,1876,1975,99,male,,"[""viola player""]",viola player,false,,,,,Q718637,https://en.wikipedia.org/wiki/Lionel_Tertis,http://dbpedia.org/resource/Lionel_Tertis,,1
16389,openplaques:subject:id=16389,Luigi Manze,Manze,man,,,unknown,male,,"[""brother""]",,false,,,,,,,,,1
17033,openplaques:subject:id=17033,Dorothy Dene,Dene,woman,1859,1899,40,female,,"[""actress"", ""artist's model""]",,false,,,,,Q5298377,https://en.wikipedia.org/wiki/Dorothy_Dene,http://dbpedia.org/resource/Dorothy_Dene,,1
16365,openplaques:subject:id=16365,Gregory Gunne,Gunne,man,,,unknown,male,,[],,false,,,,,,,,,1
16366,openplaques:subject:id=16366,Tyburn Convent,Tyburn Convent,place,1903,,117,object,,"[""convent""]",convent,false,,,,,,,,,1
369,openplaques:subject:id=369,Sir David Low,Low,man,1891,1963,72,male,,"[""cartoonist"", ""Knight Bachelor""]",,false,,,,,Q473773,https://en.wikipedia.org/wiki/David_Low_(cartoonist),http://dbpedia.org/resource/David_Low_(cartoonist),,1
2246,openplaques:subject:id=2246,John Stuart Mill,Mill,man,1806,1873,67,male,,"[""philosopher"", ""son""]",philosopher,false,,,James Mill,16766,Q50020,https://en.wikipedia.org/wiki/John_Stuart_Mill,http://dbpedia.org/resource/John_Stuart_Mill,,1
16766,openplaques:subject:id=16766,James Mill,Mill,man,1773,1836,63,male,,"[""philosopher"", ""father""]",philosopher,false,,,,,Q271666,https://en.wikipedia.org/wiki/James_Mill,http://dbpedia.org/resource/James_Mill,,1
17078,openplaques:subject:id=17078,Red Bus Recording Studio,Recording Studio,place,1978,,42,object,,"[""recording studio""]",recording studio,false,,,,,,,,,1
16869,openplaques:subject:id=16869,Francis Barraud,Barraud,man,1856,1924,68,male,,"[""artist"", ""son"", ""dog owner""]",artist,false,,,Henry Barraud,16868,Q200921,https://en.wikipedia.org/wiki/Francis_Barraud,http://dbpedia.org/resource/Francis_Barraud,,1
16343,openplaques:subject:id=16343,Gt Ormond St,Gt Ormond St,place,,,unknown,object,,"[""street""]",street,false,,,,,,,,,1
16341,openplaques:subject:id=16341,Sir Captain Mansfield Cumming KCMG CB RN,Cumming,man,1859,1923,64,male,,"[""Companion of the Order of the Bath"", ""Knight Commander of The Most Distinguished Order of Saint Michael and Saint George"", ""Royal Navy Captain"", ""Chief of the Secret Service""]",,false,,,,,Q1366247,https://en.wikipedia.org/wiki/Mansfield_Smith-Cumming,http://dbpedia.org/resource/Mansfield_Smith-Cumming,,1
4423,openplaques:subject:id=4423,William Smith,Smith,man,1769,1839,70,male,,"[""father of English geology""]",father of English geology,false,,,,,Q313533,https://en.wikipedia.org/wiki/William_Smith_(geologist),http://dbpedia.org/resource/William_Smith_(geologist),,1
626,openplaques:subject:id=626,Sir Isaac Newton PRS,Newton,man,1642,1727,85,male,,"[""philosopher"", ""scientist"", ""President of the Royal Society"", ""Knight Bachelor"", ""mathematician"", ""friend""]",,false,,,,,Q935,https://en.wikipedia.org/wiki/Isaac_Newton,http://dbpedia.org/resource/Isaac_Newton,,1
16337,openplaques:subject:id=16337,"Orange Street Congregational Church, London","Orange Street Congregational Church, London",place,,,unknown,object,,"[""church""]",church,false,,,,,,,,,1
16664,openplaques:subject:id=16664,Michael Stanley Brewster,Brewster,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16665,openplaques:subject:id=16665,Jonathan Downey,Downey,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,Q16222162,https://en.wikipedia.org/wiki/Jonathan_Downey,http://dbpedia.org/resource/Jonathan_Downey,,1
16666,openplaques:subject:id=16666,David Foulkes,Foulkes,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16667,openplaques:subject:id=16667,Colin Morley,Morley,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16668,openplaques:subject:id=16668,Jennifer Vanda Ann Nicholson,Nicholson,woman,,2005,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16669,openplaques:subject:id=16669,Laura Susan Webb,Webb,woman,,2005,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
10199,openplaques:subject:id=10199,Walter Tull,Tull,man,1888,1918,29,male,bame,"[""footballer"", ""British Army Second Lieutenant""]",British Army Second Lieutenant,false,,,,,Q7966315,https://en.wikipedia.org/wiki/Walter_Tull,http://dbpedia.org/resource/Walter_Tull,,1
16330,openplaques:subject:id=16330,John White,White,man,1937,1964,27,male,,"[""footballer""]",,false,,,,,Q1702141,"https://en.wikipedia.org/wiki/John_White_(footballer,_born_1937)","http://dbpedia.org/resource/John_White_(footballer,_born_1937)",,1
16326,openplaques:subject:id=16326,Fred Karno,Karno,man,1866,1941,75,male,,"[""acrobat"", ""comedy producer""]",,false,,,,,Q969031,https://en.wikipedia.org/wiki/Fred_Karno,http://dbpedia.org/resource/Fred_Karno,,1
16670,openplaques:subject:id=16670,Anthony Fatayi-Williams,Fatayi-Williams,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16671,openplaques:subject:id=16671,Miriam Hyman,Hyman,woman,,2005,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16672,openplaques:subject:id=16672,Anat Rosenberg,Rosenberg,woman,,2005,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16673,openplaques:subject:id=16673,Jamie Gordon,Gordon,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16674,openplaques:subject:id=16674,Shahara Akhter Islam,Islam,woman,,2005,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16675,openplaques:subject:id=16675,Philip Stuart Russell,Russell,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16676,openplaques:subject:id=16676,Giles Vernon Hart,Hart,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16677,openplaques:subject:id=16677,Neetu Jain,Jain,woman,,2005,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16678,openplaques:subject:id=16678,William Wise,Wise,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16679,openplaques:subject:id=16679,Marie Joanne Hartley,Hartley,woman,,2005,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16680,openplaques:subject:id=16680,Sam Ly,Ly,man,,2005,unknown,male,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16681,openplaques:subject:id=16681,Gladys Wundowa,Wundowa,woman,,2005,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
16682,openplaques:subject:id=16682,Shayanuja Parathasangary,Parathasangary,woman,,2005,unknown,female,,"[""bombing victim""]",bombing victim,false,,,,,,,,,1
